Age,Gender,Job Title,Years of Experience,Salary
0.7060835108098418,1.0,135.0,0.3143354875468013,-0.19568222806608898
0.5747674659561886,0.0,3.0,0.3143354875468013,0.7515412880863752
0.18081933139522888,0.0,113.0,0.644377278601937,1.1304306945473608
-0.4757608928730373,0.0,82.0,-1.1708525722013097,-1.7112398539100315
-1.39497320684861,0.0,175.0,-1.1708525722013097,-1.2376280958337995
-0.08181275831207761,1.0,116.0,0.3143354875468013,0.7515412880863752
-0.21312880316573085,1.0,44.0,-0.3457480945634702,0.08848482677965028
-1.0010250722876504,1.0,93.0,-1.0058316766737418,-1.2376280958337995
-1.2636571619949568,0.0,111.0,-1.3358734677288775,-1.7112398539100315
2.0192439593463742,0.0,158.0,1.7995235472949123,1.7934871558540857
-0.7383929825803438,0.0,175.0,-0.5107689900910382,0.8462636397016216
-0.6070769377266906,1.0,175.0,-0.675789885618606,0.46737423324063593
-0.869709027433997,1.0,175.0,-0.675789885618606,0.46737423324063593
0.3121353762488821,0.0,168.0,0.809398174129505,0.46756367794386644
-0.4757608928730373,0.0,73.0,-0.675789885618606,-1.1050168035724546
-1.5262892517022633,0.0,111.0,-1.3358734677288775,-1.7112398539100315
0.3121353762488821,0.0,168.0,0.9744190696570728,0.4880237058927597
0.5747674659561886,0.0,96.0,0.14931459201923342,-0.2904045796813354
-0.6070769377266906,0.0,20.0,-0.3457480945634702,1.2251530461626072
1.4939797799317613,0.0,170.0,1.3044608607122086,0.8462636397016216
-0.08181275831207761,0.0,44.0,-0.3457480945634702,-0.0062375248355961395
-0.21312880316573085,1.0,175.0,-0.015706303508334456,1.2251530461626072
-0.3444448480193841,0.0,41.0,-0.18072719903590234,0.08848482677965028
0.3121353762488821,1.0,176.0,-0.015706303508334456,0.37265188162538954
-1.1323411171413036,0.0,74.0,-1.0883421244375258,-1.4270727990642924
-1.1323411171413036,0.0,18.0,-1.1708525722013097,-0.2904045796813354
1.1000316453708014,1.0,168.0,0.9744190696570728,1.0357083429321143
-0.21312880316573085,0.0,175.0,0.14931459201923342,0.08848482677965028
-1.0010250722876504,1.0,156.0,-0.5107689900910382,-0.5745716345270746
2.544508138760987,1.0,33.0,2.789648920460319,1.2251530461626072
2.6758241836146404,1.0,176.0,1.4694817562397764,1.5093201010083466
-0.21312880316573085,1.0,3.0,-0.3457480945634702,0.2779295300101431
-1.1323411171413036,0.0,18.0,-1.1708525722013097,-0.2904045796813354
0.4434514211025353,1.0,18.0,0.4793563830743692,0.8462636397016216
-0.7383929825803438,1.0,175.0,-0.8408107811461739,-0.5745716345270746
-1.1323411171413036,0.0,115.0,-1.1708525722013097,-1.5217951506795389
-0.4757608928730373,1.0,40.0,-0.3457480945634702,-0.2904045796813354
0.04950328654157563,1.0,90.0,-0.8408107811461739,-1.2376280958337995
0.04950328654157563,0.0,106.0,0.644377278601937,1.5282645713313958
-0.7383929825803438,1.0,3.0,-1.0058316766737418,-0.8587386893728138
-0.7383929825803438,1.0,175.0,-0.675789885618606,-0.7640163377575675
1.1000316453708014,1.0,20.0,0.9744190696570728,0.46737423324063593
-0.7383929825803438,1.0,63.0,-0.8408107811461739,-1.199739155187701
-1.2636571619949568,0.0,3.0,-1.1708525722013097,-1.0481833926033066
0.7060835108098418,1.0,96.0,0.3143354875468013,-0.2904045796813354
-1.2636571619949568,1.0,90.0,-1.1708525722013097,-1.4270727990642924
-1.2636571619949568,0.0,111.0,-1.3358734677288775,-1.7112398539100315
1.6252958247854146,1.0,176.0,1.3044608607122086,1.3198753977778537
-0.869709027433997,1.0,105.0,-0.8408107811461739,-1.0481833926033066
